PAC_NAME,RUSSELL_1000_COMPANY,TRANSACTION_YEAR,TRANSACTION_AMT,TRANSACTION_TP,COSINE_SIMILARITY
GODADDY.COM INC PAC,GODADDY INC,2011,2500,18K,1
MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,MICROSOFT CORP,2011,5000,18K,1
MOTOROLA SOLUTIONS INC PAC,MOTOROLA SOLUTIONS INC,2011,5000,18K,1
LOCKHEED MARTIN EMPLOYEES' POLITICAL ACTION COMMITTEE,LOCKHEED MARTIN CORP,2011,5000,18K,1
HOME DEPOT INC. PAC,HOME DEPOT INC,2011,5000,18K,1
MICROSOFT CORPORATION PAC,MICROSOFT CORP,2011,2500,18K,1
MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,MICROSOFT CORP,2011,5000,18K,1
LOCKHEED MARTIN EMPLOYEES' POLITICAL ACTION COMMITTEE,LOCKHEED MARTIN CORP,2011,5000,18K,1
WEYERHAEUSER COMPANY POLITICAL ACTION COMMITTEE,WEYERHAEUSER CO,2011,2500,18K,1
ANADARKO PETROLEUM CORPORATION PAC,ANADARKO PETROLEUM CORP,2011,5000,18K,1
LOCKHEED MARTIN EMPLOYEES PAC,LOCKHEED MARTIN CORP,2011,5000,18K,1
SEABOARD CORPORATION PAC,SEABOARD CORP,2011,2500,18K,1
SEABOARD CORPORATION PAC,SEABOARD CORP,2011,1000,18K,1
SOUTHERN COMPANY EMPLOYEES PAC,SOUTHERN CO,2011,5000,18K,1
THE WILLIAMS COMPANIES PAC,WILLIAMS COMPANIES INC,2011,1000,18K,1
NUCOR CORPORATION POLITICAL ACTION COMMITTEE,NUCOR CORP,2011,2500,18K,1
ACCENTURE PAC,ACCENTURE PLC IRELAND,2011,2000,18K,1
ABBOTT LABORATORIES EMPLOYEE POLITICAL ACTION COMMITTEE,ABBOTT LABORATORIES,2011,500,18K,1
"ALTRIA GROUP, INC. POLITICAL ACTION COMMITTEE (ALTRIAPAC)",ALTRIA GROUP INC,2011,5000,18K,1
CSX CORPORATION GOOD GOVERNMENT FUND,CSX CORP,2011,5000,18K,1
UNION PACIFIC CORP. FUND FOR EFFECTIVE GOVERNMENT,UNION PACIFIC CORP,2011,5000,18K,1
AMGEN INC. PAC,AMGEN INC,2011,3000,18K,1
PFIZER INC. PAC,PFIZER INC,2011,2000,18K,1
MICROSOFT CORPORATION PAC,MICROSOFT CORP,2011,5000,18K,1
WEYERHAEUSER COMPANY POLITICAL ACTION COMMITTEE,WEYERHAEUSER CO,2011,5000,18K,1
BOEING COMPANY POLITICAL ACTION COMMITTEE,BOEING CO,2011,5000,18K,1
"PFIZER, INC. PAC",PFIZER INC,2011,2500,18K,1
ABBOTT LABORATORIES EMPLOYEE POLITICAL ACTION COMMITTEE,ABBOTT LABORATORIES,2011,2500,18K,1
ALASKA AIR GROUP INC. PAC,ALASKA AIR GROUP INC,2011,2500,18K,1
"AMGEN, INC. POLITICAL ACTION COMMITTEE",AMGEN INC,2011,2500,18K,1
ELI LILLY & COMPANY PAC,LILLY ELI & CO,2011,2500,18K,1
GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE (GEPAC),GENERAL ELECTRIC CO,2011,2500,18K,1
MASTERCARD INTERNATIONAL INC. EMPLOYEES' PAC,MASTERCARD INC,2011,500,18K,1
MASTERCARD INTERNATIONAL INC. EMPLOYEES' PAC,MASTERCARD INC,2011,2000,18K,1
PFIZER INC. PAC,PFIZER INC,2011,2500,18K,1
PRINCIPAL LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE,PRINCIPAL FINANCIAL GRP,2011,1000,18K,1
VERISIGN INC. PAC,VERISIGN INC,2011,2500,18K,1
PPL PEOPLE FOR GOOD GOVERNMENT,PPL CORP,2011,5000,18K,1
ACCENTURE PAC,ACCENTURE PLC IRELAND,2011,5000,18K,1
ANADARKO PETROLEUM CORPORATION POLITICAL ACTION COMMITTEE,ANADARKO PETROLEUM CORP,2011,5000,18K,1
ELI LILLY AND COMPANY POLITICAL ACTION COMMITTEE,LILLY ELI & CO,2011,5000,18K,1
TEXTRON INC. POLITICAL ACTION COMMITTEE,TEXTRON INC,2011,5000,18K,1
UNION PACIFIC CORP. FUND FOR EFFECTIVE GOVERNMENT,UNION PACIFIC CORP,2011,5000,18K,1
UNITED PARCEL SERVICE INC. PAC,UNITED PARCEL SERVICE,2011,2500,18K,1
"HOME DEPOT INC. POLITICAL ACTION COMMITTEE, THE",HOME DEPOT INC,2011,5000,18K,1
GODADDY.COM INC. PAC,GODADDY INC,2011,2500,18K,1
JPMORGAN CHASE & CO. PAC,JPMORGAN CHASE & CO,2011,5000,18K,1
LOCKHEED MARTIN EMPLOYEES' POLITICAL ACTION COMMITTEE,LOCKHEED MARTIN CORP,2011,5000,18K,1
MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,MICROSOFT CORP,2011,2500,18K,1
MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,MICROSOFT CORP,2011,2500,18K,1
PFIZER INC. PAC,PFIZER INC,2011,1500,18K,1
PFIZER INC. PAC,PFIZER INC,2011,1000,18K,1
PREMIER EMPLOYEE'S CIVIC ACTION FUND,PREMIER INC,2011,2500,18K,1
ACCENTURE PAC,ACCENTURE PLC IRELAND,2011,1000,18K,1
HONEYWELL INTERNATIONAL PAC,HONEYWELL INTERNATIONAL,2011,2000,18K,1
FORTUNE BRANDS PAC,FORTUNE BRDS HOME & SEC,2011,2500,18K,1
CSX CORP GOOD GOVERNMENT FUND PAC,CSX CORP,2011,5000,18K,1
HONEYWELL INTERNATIONAL PAC,HONEYWELL INTERNATIONAL,2011,2500,18K,1
MASIMO PAC,MASIMO CORPORATION,2011,2500,18K,1
NORFOLK SOUTHERN CORP. GOOD GOVERNMENT FUND PAC,NORFOLK SOUTHERN CORP,2011,5000,18K,1
ABBOTT LABORATORIES EMPLOYEE PAC,ABBOTT LABORATORIES,2011,1000,18K,1
ABBOTT LABORATORIES EMPLOYEE PAC,ABBOTT LABORATORIES,2011,5000,18K,1
PFIZER PAC,PFIZER INC,2011,5000,18K,1
NATIONAL FUEL GAS COMPANY FEDERAL,NATIONAL FUEL GAS CO,2011,5000,18K,1
HONEYWELL INTERNATIONAL PAC,HONEYWELL INTERNATIONAL,2011,5000,18K,1
SOUTHERN COMPANY EMPLOYEES PAC,SOUTHERN CO,2011,5000,18K,1
CENTURYLINK INC. EMPLOYEES PAC,CENTURYLINK INC,2011,2500,18K,1
UNITED PARCEL SERVICE INC. PAC,UNITED PARCEL SERVICE,2011,5000,18K,1
MICROSOFT CORPORATION PAC,MICROSOFT CORP,2011,5000,18K,1
"GOLDMAN SACHS GROUP, INC. PAC",GOLDMAN SACHS GROUP INC,2011,5000,18K,1
WALT DISNEY PRODUCTIONS EMPLOYEES,DISNEY WALT CO,2011,5000,18K,1
PPL PEOPLE FOR GOOD GOVERNMENT,PPL CORP,2011,5000,18K,1
JOHNSON & JOHNSON POLITICAL ACTION COMMITTEE,JOHNSON & JOHNSON,2011,5000,18K,1
PFIZER INC. PAC,PFIZER INC,2011,5000,18K,1
"AIR PRODUCTS & CHEMICALS, INC. POLITICAL ALLIANCE",AIR PRODS & CHEMS INC,2011,5000,18K,1
AMGEN INC. PAC,AMGEN INC,2011,2000,18K,1
CSX CORPORATION GOOD GOVERNMENT FUND,CSX CORP,2011,5000,18K,1
JOHNSON & JOHNSON POLITICAL ACTION COMMITTEE,JOHNSON & JOHNSON,2011,1000,18K,1
EMPLOYEES OF NORTHROP GRUMMAN CORPORATION PAC,NORTHROP GRUMMAN CORP,2011,1000,18K,1
NUCOR CORPORATION POLITICAL ACTION COMMITTEE,NUCOR CORP,2011,5000,18K,1
JPMORGAN CHASE & CO. PAC,JPMORGAN CHASE & CO,2011,1000,18K,1
ALEXION PHARMACEUTICALS INC. PAC,ALEXION PHARMACEUTICALS,2011,1000,18K,1
JOHNSON & JOHNSON POLITICAL ACTION COMMITTEE,JOHNSON & JOHNSON,2011,2500,18K,1
HOME DEPOT INC. PAC,HOME DEPOT INC,2011,5000,18K,1
PFIZER INC. PAC,PFIZER INC,2011,5000,18K,1
HONEYWELL INTERNATIONAL PAC,HONEYWELL INTERNATIONAL,2011,1000,18K,1
UNITED PARCEL SERVICE INC. PAC,UNITED PARCEL SERVICE,2011,5000,18K,1
CBS CORPORATION PAC,CBS CORPORATION,2011,1500,18K,1
MILLERCOORS LLC PAC,MOLSON COORS BREWING CO,2011,5000,18K,1
EMPLOYEES OF NORTHROP GRUMMAN CORPORATION PAC,NORTHROP GRUMMAN CORP,2011,1500,18K,1
CSX CORPORATION GOOD GOVERNMENT FUND,CSX CORP,2011,5000,18K,1
MICROSOFT CORPORATION PAC,MICROSOFT CORP,2011,5000,18K,1
"UNITED PARCEL SERVICE, INC. PAC",UNITED PARCEL SERVICE,2011,5000,18K,1
PFIZER PAC,PFIZER INC,2011,5000,18K,1
ABBOTT LABORATORIES EMPLOYEE PAC,ABBOTT LABORATORIES,2011,5000,18K,1
UNION PACIFIC CORP. FUND FOR EFFECTIVE GOVERNMENT,UNION PACIFIC CORP,2011,5000,18K,1
NUCOR POLITICAL ACTION COMMITTEE,NUCOR CORP,2011,5000,18K,1
THE TIMKEN GOOD GOVERNMENT FUND,TIMKEN CO,2011,4000,18K,1
HONEYWELL INTERNATIONAL PAC,HONEYWELL INTERNATIONAL,2011,5000,18K,1
"INTERCONTINENTAL EXCHANGE, INC. PAC",INTERCONTINENTAL EXCH,2011,2000,18K,1
"INTERCONTINENTAL EXCHANGE, INC. PAC",INTERCONTINENTAL EXCH,2011,2000,18K,1
REGIONS FINANCIAL CORPORATION PAC,REGIONS FINANCIAL CORP,2011,2500,18K,1
ACCENTURE INC. PAC,ACCENTURE PLC IRELAND,2011,1000,18K,1
"CME GROUP, INC. PAC",CME GROUP INC,2011,1000,18K,1
FMC CORPORATION GOOD GOVERNMENT PROGRAM,FMC CORP,2011,2000,18K,1
HILTON WORLDWIDE PAC,HILTON WORLDWIDE HOLDING,2011,2500,18K,1
QWEST COMMUNICATIONS INTERNATIONAL INC. PAC,CENTURYLINK INC,2011,2000,18K,1
UNITED PARCEL SERVICE INC. PAC,UNITED PARCEL SERVICE,2011,2500,18K,1
CENTURYLINK INC. EMPLOYEES PAC,CENTURYLINK INC,2011,2000,18K,1
LOCKHEED MARTIN CORPORATION EMPLOYEES' PAC,LOCKHEED MARTIN CORP,2011,5000,18K,1
"GODADDY.COM, INC. PAC",GODADDY INC,2011,2500,18K,1
CBS CORPORATION PAC,CBS CORPORATION,2011,2500,18K,1
MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,MICROSOFT CORP,2011,5000,18K,1
ABBOTT LABORATORIES EMPLOYEE PAC,ABBOTT LABORATORIES,2011,2500,18K,1
FLUOR CORPORATION POLITICAL ACTION COMMITTEE (FLUOR PAC),FLUOR CORP,2011,5000,18K,1
BIPARTISAN POLITICAL ACTION COMMITTEE/THE BANK OF NEW YORK MELLON CORPORATION BIPAC/BNYMC,BANK OF NEW YORK MELLON,2011,1000,18K,1
EMPLOYEES OF NORTHROP GRUMMAN CORPORATION PAC,NORTHROP GRUMMAN CORP,2011,1000,18K,1
MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,MICROSOFT CORP,2011,2500,18K,1
HERSHEY COMPANY POLITICAL ACTION COMMITTEE; THE,HERSHEY COMPANY,2011,1000,18K,1
ELI LILLY AND COMPANY PAC,LILLY ELI & CO,2011,2500,18K,1
FLOWERS INDUSTRIES INC. PAC,FLOWERS FOODS INC,2011,2500,18K,1
ACCENTURE PAC,ACCENTURE PLC IRELAND,2011,2500,18K,1
"NEXTERA ENERGY, INC. PAC",NEXTERA ENERGY INC,2011,5000,18K,1
DEERE & COMPANY PAC (AKA JOHN DEERE PAC),DEERE & CO,2011,5000,18K,1
MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,MICROSOFT CORP,2011,2500,18K,1
PFIZER PAC,PFIZER INC,2011,2000,18K,1
AMEREN FEDERAL POLITICAL ACTION COMMITTEE (AMERENFED PAC),AMEREN CORP,2011,2500,18K,1
EMPLOYEES OF NORTHROP GRUMMAN CORPORATION PAC,NORTHROP GRUMMAN CORP,2011,1000,18K,1
EMPLOYEES OF NORTHROP GRUMMAN CORPORATION PAC,NORTHROP GRUMMAN CORP,2011,1000,18K,1
PFIZER INC. PAC,PFIZER INC,2011,1000,18K,1
ABBOTT LABORATORIES EMPLOYEE POLITICAL ACTION COMMITTEE,ABBOTT LABORATORIES,2011,2500,18K,1
AMGEN INC. POLITICAL ACTION COMMITTEE,AMGEN INC,2011,5000,18K,1
BNSF RAILWAY COMPANY RAILPAC (BNSF RAILPAC),BERKSHIRE HATHAWAY INC,2011,5000,18K,1
"BOEING COMPANY POLITICAL ACTION COMMITTEE, THE",BOEING CO,2011,5000,18K,1
CENTURYLINK INC. EMPLOYEES POLITICAL ACTION COMMITTEE,CENTURYLINK INC,2011,5000,18K,1
EMPLOYEES OF NORTHROP GRUMMAN CORPORATION PAC,NORTHROP GRUMMAN CORP,2011,5000,18K,1
JOHNSON & JOHNSON POLITICAL ACTION COMMITTEE,JOHNSON & JOHNSON,2011,5000,18K,1
JPMORGAN CHASE & CO. PAC,JPMORGAN CHASE & CO,2011,5000,18K,1
PFIZER INC. PAC,PFIZER INC,2011,5000,18K,1
UNION PACIFIC CORP. FUND FOR EFFECTIVE GOVERNMENT,UNION PACIFIC CORP,2011,5000,18K,1
MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,MICROSOFT CORP,2011,5000,18K,1
HONEYWELL INTERNATIONAL PAC,HONEYWELL INTERNATIONAL,2011,2500,18K,1
UNITED TECHNOLOGIES CORPORATION PAC,UNITED TECHNOLOGIES,2011,5000,18K,1
AIR PRODUCTS & CHEMICALS POLITICAL ALLIANCE,AIR PRODS & CHEMS INC,2011,1000,18K,1
UNION PACIFIC CORP. FUND FOR EFFECTIVE GOVERNMENT,UNION PACIFIC CORP,2011,5000,18K,1
MASTERCARD INTERNATIONAL INC. EMPLOYEES PAC,MASTERCARD INC,2011,5000,18K,1
UNITED PARCEL SERVICE PAC,UNITED PARCEL SERVICE,2011,5000,18K,1
ABBOTT LABORATORIES EMPLOYEE POLITICAL ACTION COMMITTEE,ABBOTT LABORATORIES,2011,5000,18K,1
"HOME DEPOT INC. POLITICAL ACTION COMMITTEE, THE",HOME DEPOT INC,2011,5000,18K,1
UNITED PARCEL SERVICE INC. PAC,UNITED PARCEL SERVICE,2011,5000,18K,1
EDISON INTERNATIONAL PAC,EDISON INTERNATIONAL,2011,1000,18K,1
DUKE ENERGY CORPORATION PAC,DUKE ENERGY CORP,2011,2500,18K,1
"NEXTERA ENERGY, INC. POLITICAL ACTION COMMITTEE",NEXTERA ENERGY INC,2011,2500,18K,1
PG&E CORPORATION EMPLOYEES ENERGYPAC,PG&E CORP,2011,2500,18K,1
SOUTHERN COMPANY EMPLOYEES PAC,SOUTHERN CO,2011,2500,18K,1
AMGEN INC. POLITICAL ACTION COMMITTEE,AMGEN INC,2011,2500,18K,1
ABBOTT LABORATORIES EMPLOYEE POLITICAL ACTION COMMITTEE,ABBOTT LABORATORIES,2011,5000,18K,1
ALLERGAN INC POLITICAL ACTION COMM FOR EMPLOYEES (APACE),ALLERGAN PLC,2011,2500,18K,1
AT&T INC. FEDERAL POLITICAL ACTION COMMITTEE (AT&T FEDERAL PAC),AT&T INC,2011,5000,18K,1
LOCKHEED MARTIN CORPORATION EMPLOYEES' PAC,LOCKHEED MARTIN CORP,2011,5000,18K,1
"BEST BUY CO., INC EMPLOYEE POLITICAL FORUM",BEST BUY INC,2011,2000,18K,1
CSX CORPORATION GOOD GOVERNMENT FUND,CSX CORP,2011,5000,18K,1
ANADARKO PETROLEUM CORPORATION POLITICAL ACTION COMMITTEE,ANADARKO PETROLEUM CORP,2011,2000,18K,1
"UNITED PARCEL SERVICE, INC. PAC",UNITED PARCEL SERVICE,2011,1000,18K,1
EMPLOYEES OF NORTHROP GRUMMAN CORPORATION PAC,NORTHROP GRUMMAN CORP,2011,2000,18K,1
TEXTRON INC. POLITICAL ACTION COMMITTEE,TEXTRON INC,2011,1000,18K,1
THE CHUBB CORPORATION POLITICAL ACTION COMMITTEE-CHUBBPAC,CHUBB LIMITED,2011,1000,18K,1
AT&T INC. FEDERAL POLITICAL ACTION COMMITTEE (AT&T FEDERAL PAC),AT&T INC,2011,2000,18K,1
MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,MICROSOFT CORP,2011,5000,18K,1
EMPLOYEES OF NORTHROP GRUMMAN CORPORATION PAC,NORTHROP GRUMMAN CORP,2011,2500,18K,1
GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE-FEDERAL (GEPAC FEDERAL),GENERAL ELECTRIC CO,2011,2500,18K,1
"LOWE'S COMPANIES, INC. POLITICAL ACTION COMMITTEE",LOWES COS INC,2011,5000,18K,1
THE HOME DEPOT INC. POLITICAL ACTION COMMITTEE,HOME DEPOT INC,2011,5000,18K,1
FORD MOTOR COMPANY CIVIC ACTION FUND,FORD MOTOR CO,2011,2500,18K,1
AMGEN POLITICAL ACTION COMMITTEE,AMGEN INC,2011,2500,18K,1
THERMO FISHER SCIENTIFIC INC. PAC,THERMO FISHER SCIENTIFIC,2011,2500,18K,1
MICROSOFT CORPORATION PAC,MICROSOFT CORP,2011,5000,18K,1
CSX CORPORATION GOOD GOVERNMENT FUND,CSX CORP,2011,5000,18K,1
UNION PACIFIC CORPORATION FUND FOR EFFECTIVE GOVERNMENT (PAC),UNION PACIFIC CORP,2011,5000,18K,1
FORTUNE BRANDS INC PAC,FORTUNE BRDS HOME & SEC,2011,2500,18K,1
ACCENTURE PAC,ACCENTURE PLC IRELAND,2011,1500,18K,1
EMPLOYEES OF NORTHROP GRUMMAN CORPORATION PAC,NORTHROP GRUMMAN CORP,2011,2500,18K,1
ACCENTURE PAC,ACCENTURE PLC IRELAND,2011,500,18K,1
ENTERGY CORPORATION POLITICAL ACTION COMMITTEE 'ENPAC',ENTERGY CORP,2011,5000,18K,1
JPMORGAN CHASE & CO. PAC,JPMORGAN CHASE & CO,2011,2500,18K,1
MARATHON OIL COMPANY EMPLOYEES POLITICAL ACTION COMMITTEE (MEPAC),MARATHON OIL CORP,2011,2500,18K,1
"MERCK & CO., INC., EMPLOYEES POLITICAL ACTION COMMITTEE (MERCK PAC)",MERCK & CO INC,2011,5000,18K,1
"MOTOROLA SOLUTIONS, INC. POLITICAL ACTION COMMITTEE",MOTOROLA SOLUTIONS INC,2011,5000,18K,1
AT&T INC. FEDERAL POLITICAL ACTION COMMITTEE (AT&T FEDERAL PAC),AT&T INC,2011,5000,18K,1
CENTURYLINK INC. EMPLOYEES POLITICAL ACTION COMMITTEE,CENTURYLINK INC,2011,4000,18K,1
"CISCO SYSTEMS, INC. FEDERAL PAC, AKA CISCO SYSTEMS EPAC",CISCO SYSTEMS INC,2011,1000,18K,1
CMS ENERGY CORPORATION EMPLOYEES FOR BETTER GOVERNMENT- FEDERAL,CMS ENERGY CORP,2011,5000,18K,1
CONSTELLATION BRANDS INC POLITICAL ACTION COMMITTEE,CONSTELLATION BRANDS,2011,5000,18K,1
DUKE ENERGY CORPORATION PAC,DUKE ENERGY CORP,2011,5000,18K,1
WALT DISNEY PRODUCTIONS EMPLOYEES,DISNEY WALT CO,2011,4000,18K,1
ABBOTT LABORATORIES EMPLOYEE POLITICAL ACTION COMMITTEE,ABBOTT LABORATORIES,2011,2000,18K,1
"ALTRIA GROUP, INC. POLITICAL ACTION COMMITTEE (ALTRIAPAC)",ALTRIA GROUP INC,2011,2500,18K,1
PFIZER INC. PAC,PFIZER INC,2011,5000,18K,1
OCCIDENTAL PETROLEUM CORPORATION POLITICAL ACTION COMMITTEE,OCCIDENTAL PETE CORP,2011,1000,18K,1
PINNACLE WEST CAPITAL CORPORATION,PINNACLE WEST CAPITAL CO,2011,2500,18K,1
PPL PEOPLE FOR GOOD GOVERNMENT,PPL CORP,2011,5000,18K,1
QUALCOMM INCORPORATED POLITICAL ACTION COMMITTEE (QPAC),QUALCOMM INC,2011,3500,18K,1
QWEST COMMUNICATIONS INTERNATIONAL INC POLITICAL ACTION COMMITTEE,CENTURYLINK INC,2011,1000,18K,1
SOUTHERN COMPANY EMPLOYEES PAC,SOUTHERN CO,2011,5000,18K,1
T-MOBILE USA INC.  POLITICAL ACTION COMMITTEE (T-PAC),T-MOBILE US INC,2011,1000,18K,1
T-MOBILE USA INC.  POLITICAL ACTION COMMITTEE (T-PAC),T-MOBILE US INC,2011,4000,18K,1
WALT DISNEY PRODUCTIONS EMPLOYEES,DISNEY WALT CO,2011,1000,18K,1
ACCENTURE INC. POLITICAL ACTION COMMITTEE,ACCENTURE PLC IRELAND,2011,1000,18K,1
EMPLOYEES OF NORTHROP GRUMMAN CORPORATION PAC,NORTHROP GRUMMAN CORP,2011,2000,18K,1
"LOWE'S COMPANIES, INC. POLITICAL ACTION COMMITTEE",LOWES COS INC,2011,1000,18K,1
"MERCK & CO., INC., EMPLOYEES POLITICAL ACTION COMMITTEE (MERCK PAC)",MERCK & CO INC,2011,500,18K,1
"MERCK & CO., INC., EMPLOYEES POLITICAL ACTION COMMITTEE (MERCK PAC)",MERCK & CO INC,2011,500,18K,1
U.S. BANCORP POLITICAL PARTICIPATION PROGRAM,US BANCORP,2011,5000,18K,1
ABBOTT LABORATORIES EMPLOYEE POLITICAL ACTION COMMITTEE,ABBOTT LABORATORIES,2011,3000,18K,1
AMGEN INC. POLITICAL ACTION COMMITTEE,AMGEN INC,2011,1000,18K,1
AT&T INC. FEDERAL POLITICAL ACTION COMMITTEE (AT&T FEDERAL PAC),AT&T INC,2011,1000,18K,1
CAPITAL ONE FINANCIAL CORP. ASSOC. POLITICAL  FUND,CAPITAL ONE FINANCIAL,2011,2000,18K,1
GODADDY.COM PAC,GODADDY INC,2011,2500,18K,1
CSX CORPORATION GOOD GOVERNMENT FUND,CSX CORP,2011,5000,18K,1
HONEYWELL INTERNATIONAL PAC,HONEYWELL INTERNATIONAL,2011,5000,18K,1
UNION PACIFIC CORP. FUND FOR EFFECTIVE GOVERNMENT,UNION PACIFIC CORP,2011,5000,18K,1
LOCKHEED MARTIN EMPLOYEES' PAC,LOCKHEED MARTIN CORP,2011,5000,18K,1
FLOWERS INDUSTRIES INC POLITICAL ACTION COMMITTEE,FLOWERS FOODS INC,2011,5000,18K,1
VULCAN MATERIALS COMPANY PAC,VULCAN MATERIALS CO,2011,1000,18K,1
ABBOTT LABORATORIES EMPLOYEE POLITICAL ACTION COMMITTEE,ABBOTT LABORATORIES,2011,1500,18K,1
NORFOLK SOUTHERN GOOD GOVERNMENT FUND,NORFOLK SOUTHERN CORP,2011,5000,18K,1
CHARLES SCHWAB CORPORATION POLITICAL ACTION COMMITTEE,SCHWAB CHARLES CORP,2011,5000,18K,1
ANADARKO PETROLEUM CORPORATION POLITICAL ACTION COMMITTEE,ANADARKO PETROLEUM CORP,2011,1500,18K,1
VERISIGN INC. PAC,VERISIGN INC,2011,1000,18K,1
PFIZER PAC,PFIZER INC,2011,2000,18K,1
PFIZER PAC,PFIZER INC,2011,2500,18K,1
"HUMANA, INC. PAC",HUMANA INC,2011,5000,18K,1
DELTA AIR LINES PAC,DELTA AIR LINES INC,2011,5000,18K,1
DELTA AIR LINES PAC,DELTA AIR LINES INC,2011,5000,18K,1
HERBALIFE INTERNATIONAL PAC,HERBALIFE NUTRITION LTD,2011,2500,18K,1
JOHNSON & JOHNSON PAC,JOHNSON & JOHNSON,2011,3000,18K,1
PFIZER PAC,PFIZER INC,2011,5000,18K,1
REGIONS FINANCIAL CORP. PAC,REGIONS FINANCIAL CORP,2011,5000,18K,1
GOLDMAN SACHS GROUP PAC,GOLDMAN SACHS GROUP INC,2011,2000,18K,1
GOLDMAN SACHS GROUP PAC,GOLDMAN SACHS GROUP INC,2011,3000,18K,1
HONEYWELL INTERNATIONAL PAC,HONEYWELL INTERNATIONAL,2011,1500,18K,1
JOHNSON & JOHNSON PAC,JOHNSON & JOHNSON,2011,1000,18K,1
"VISA, INC. PAC",VISA INC,2011,1000,18K,1
AMGEN PAC,AMGEN INC,2011,5000,18K,1
MICROSOFT CORPORATION PAC,MICROSOFT CORP,2011,2500,18K,1
EMERSON ELECTRIC CO.,EMERSON ELECTRIC CO,2011,2500,18K,1
EMERSON ELECTRIC CO.,EMERSON ELECTRIC CO,2011,1000,18K,1
EMPLOYEES OF NORTHROP GRUMMAN PAC,NORTHROP GRUMMAN CORP,2011,1000,18K,1
FIFTH THIRD BANCORP PAC,FIFTH THIRD BANCORP,2011,1000,18K,1
MOTOROLA SOLUTIONS PAC,MOTOROLA SOLUTIONS INC,2011,2000,18K,1
"THE HOME DEPOT, INC. PAC",HOME DEPOT INC,2011,5000,18K,1
CME GROUP INC PAC,CME GROUP INC,2011,1000,18K,1
AT&T INC. FEDERAL POLITICAL ACTION COMMITTEE (AT&T FEDERAL PAC),AT&T INC,2011,5000,18K,1
EBAY INC-COMMITTEE FOR RESPONSIBLE INTERNET COMMERCE,EBAY INC,2011,1000,18K,0.9793734014704657
TEXTRON INC. POLITICAL ACTION COMMITTEE,TEXTRON INC,2011,2000,18K,1
ABBOTT LABORATORIES EMPLOYEE POLITICAL ACTION COMMITTEE,ABBOTT LABORATORIES,2011,5000,24K,1
AMERICAN EXPRESS COMPANY POLITICAL ACTION COMMITTEE (AXPPAC),AMERICAN EXPRESS CO,2011,5000,24K,1
BIPARTISAN POLITICAL ACTION COMMITTEE/THE BANK OF NEW YORK MELLON CORPORATION BIPAC/BNYMC,BANK OF NEW YORK MELLON,2011,5000,24K,1
LOCKHEED MARTIN CORPORATION EMPLOYEES' POLITICAL ACTION COMMITTEE,LOCKHEED MARTIN CORP,2011,5000,24K,1
"MERCK & CO., INC., EMPLOYEES POLITICAL ACTION COMMITTEE (MERCK PAC)",MERCK & CO INC,2011,2500,24K,1
MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,MICROSOFT CORP,2011,5000,24K,1
THERMO FISHER SCIENTIFIC INC.  PAC,THERMO FISHER SCIENTIFIC,2011,1000,18K,1
PEPSICO CONCERNED CITIZENS FUND,PEPSICO INC,2011,5000,18K,1
PFIZER PAC,PFIZER INC,2011,5000,18K,1
"APPLIED MATERIALS, INC. PAC",APPLIED MATLS INC,2011,1000,18K,1
CSX CORP. GOOD GOVERNMENT FUND,CSX CORP,2011,5000,18K,1
JPMORGAN CHASE & CO. PAC,JPMORGAN CHASE & CO,2011,5000,18K,1
MCDONALD'S PAC,MCDONALDS CORP,2011,1000,18K,1
MICROSOFT CORPORATION PAC,MICROSOFT CORP,2011,5000,18K,1
ALLSTATE INSURANCE COMPANY PAC,ALLSTATE CORP,2011,1000,18K,1
AMGEN PAC,AMGEN INC,2011,1500,18K,1
BOSTON SCIENTIFIC CORPORATION POLITICAL ACTION COMMITTEE ('BSC PAC'),BOSTON SCIENTIFIC CO,2011,1000,18K,1
GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE (GEPAC),GENERAL ELECTRIC CO,2011,1000,18K,1
INTERNATIONAL PAPER POLITICAL ACTION COMMITTEE (IP-PAC),INTERNATIONAL PAPER CO,2011,1000,18K,1
JOHNSON & JOHNSON PAC,JOHNSON & JOHNSON,2011,5000,18K,1
MCDONALD'S PAC,MCDONALDS CORP,2011,5000,18K,1
ACCENTURE PAC,ACCENTURE PLC IRELAND,2011,1000,18K,1
KIRBY CORPORATION PAC,KIRBY CORP,2011,1000,18K,1
SOUTHERN COMPANY EMPLOYEES PAC,SOUTHERN CO,2011,15000,18K,1
MORGAN STANLEY PAC,MORGAN STANLEY,2011,15000,18K,1
